shelfmark,headline,summary,url,image_soup,image_server_base_url,image_rel
"Bern, Burgerbibliothek, Cod. A 91.2",Parchment · 9 ff. · 20 x 14 cm · France: probably in the area of Reims-Laon-Soissons · 1st half of the 10th century and 3rd third of the 9th century (f. 5),"This quire of 8 leaves probably originated in the circle of John Scotus (in the area of Reims-Laon-Soissons). It contains a fragment of Augustine's Retractationes and, after that, some previously unknown exegetical texts on the Gospels. A leaf (f. 5) that is several decades older was inserted into the quire, possibly from the model used for this text; it contains another unknown text on the virtues and vices. This fragment came to Bern in 1632 as part of the bequest of Jacques Bongars.               (mit)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bbb/A0091-02,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bbb/bbb-A0091-02/bbb-A0091-02_001r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bbb/bbb-A0091-02/bbb-A0091-02_001r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bbb/bbb-A0091-02/bbb-A0091-02_001r.jp2/full/pct:25/0/default/jpg
"Bern, Burgerbibliothek, Cod. A 91.3",Parchment · 1 f. · 34.5 x 25 cm · France: Fleury · 2nd third of the 9th century,"A single leaf of a manuscript of Juvenal's Satires from the library of Fleury. Other parts of this manuscript can be found in Orléans, BM 295; cf. Vatican, BAV Reg. lat. 980, f. 42, and Leiden, Voss lat. F12. This fragment came to Bern in 1632 as part of the bequest of Jacques Bongars.               (mit)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bbb/A0091-03,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bbb/bbb-A0091-03/bbb-A0091-03_001r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bbb/bbb-A0091-03/bbb-A0091-03_001r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bbb/bbb-A0091-03/bbb-A0091-03_001r.jp2/full/pct:25/0/default/jpg
"Bern, Burgerbibliothek, Cod. A 91.4",Parchment · 2 ff. · 33.5 x 25.5 cm · France: Alsace · end of the 9th century,"Bifolium of a manuscript of Martianus Capella's De nuptiis Philologiae et Mercurii, which served as pastedown on the front board of Bern, Burgerbibliothek, Cod. 47 (a homiliary from the Strassbourg Cathedral Libarary). This fragment came to Bern in 1632 as part of the bequest of Jacques Bongars.               (mit)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bbb/A0091-04,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bbb/bbb-A0091-04/bbb-A0091-04_001r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bbb/bbb-A0091-04/bbb-A0091-04_001r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bbb/bbb-A0091-04/bbb-A0091-04_001r.jp2/full/pct:25/0/default/jpg
"Bern, Burgerbibliothek, Cod. A 91.5",Parchment · 1 f. · 32.5 x 23.5 cm · France · 11th century,Leaf from a manuscript of Lucan's Bellum Civile. This fragment came to Bern in 1632 as part of the bequest of Jacques Bongars.               (mit),https://www.e-codices.unifr.ch/en/searchresult/list/one/bbb/A0091-05,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bbb/bbb-A0091-05/bbb-A0091-05_001r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bbb/bbb-A0091-05/bbb-A0091-05_001r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bbb/bbb-A0091-05/bbb-A0091-05_001r.jp2/full/pct:25/0/default/jpg
"Bern, Burgerbibliothek, Cod. A 91.6",Parchment · 1 f. · 41.5 x 27.5 cm · France · 10th century,A heavily damaged leaf from a large-format manuscript that contained the late-antique commentary of Lactantius Placidus on Statius' Thebaid.This fragment came to Bern in 1632 as part of the bequest of Jacques Bongars.               (mit),https://www.e-codices.unifr.ch/en/searchresult/list/one/bbb/A0091-06,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bbb/bbb-A0091-06/bbb-A0091-06_001r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bbb/bbb-A0091-06/bbb-A0091-06_001r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bbb/bbb-A0091-06/bbb-A0091-06_001r.jp2/full/pct:25/0/default/jpg
"Bern, Burgerbibliothek, Cod. A 91.7",Parchment · 2 ff. · 40 x 28 cm · France: Loire region · beginning of the 9th century,"Large-format bifolium from a manuscript of Dioscorides that was probably produced in Fleury. Other parts of it are conserved in Paris, BnF, lat. 9332. The script and decoration display Insular characteristics. This fragment came to Bern in 1632 as part of the bequest of Jacques Bongars.               (mit)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bbb/A0091-07,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bbb/bbb-A0091-07/bbb-A0091-07_001v.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bbb/bbb-A0091-07/bbb-A0091-07_001v.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bbb/bbb-A0091-07/bbb-A0091-07_001v.jp2/full/pct:25/0/default/jpg
"Bern, Burgerbibliothek, Cod. A 91.8",Parchment · 5 ff. · 30 x 21.5 cm · France: Luxeuil · beginning of the 8th century,"Bifolium and 3 fragments of another bifolium of a manuscript of Augustine's De genesi ad litteram, written in uncial script and possibly produced in Luxeuil; other parts were identified in Paris, BN lat. 9377. The manuscript came to Bern in 1632 from the holdings of Jacques Bongars. At the time of Hermann Hagen (around 1870), the fragments, originally bound as f. 1-2 and 227-229 in Cod. 224 (composite manuscript containing texts by Isidore), were removed and preserved separately; they were given a new binding by Johann Lindt in 1944.               (mit)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bbb/A0091-08,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bbb/bbb-A0091-08/bbb-A0091-08_001r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bbb/bbb-A0091-08/bbb-A0091-08_001r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bbb/bbb-A0091-08/bbb-A0091-08_001r.jp2/full/pct:25/0/default/jpg
"Bern, Burgerbibliothek, Cod. A 91.9",Parchment · 2 ff. · 13 x 9.5 cm · France · 14th century,"Bifolium of a small-format manuscript with a prayer ascribed to Augustine, as well as a Biblical index that matches the content of Bern, Burgerbibliothek, Cod. 706. The fragment probably formed the end of this manuscript, and came to Bern in 1632 as part of the bequest of Jacques Bongars.               (mit)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bbb/A0091-09,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bbb/bbb-A0091-09/bbb-A0091-09_002v.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bbb/bbb-A0091-09/bbb-A0091-09_002v.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bbb/bbb-A0091-09/bbb-A0091-09_002v.jp2/full/pct:25/0/default/jpg
"Bern, Burgerbibliothek, Cod. A 91.10",Parchment · 6 ff. · 19.5 x 13 cm · France · 11th/12th century,"Three bifolia from a manuscript of Ambrose's Hexameron, namely the beginning of Bern, Burgerbibiliothek, Cod. 585. This fragment came to Bern in 1632 as part of the bequest of Jacques Bongars.               (mit)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bbb/A0091-10,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bbb/bbb-A0091-10/bbb-A0091-10_001r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bbb/bbb-A0091-10/bbb-A0091-10_001r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bbb/bbb-A0091-10/bbb-A0091-10_001r.jp2/full/pct:25/0/default/jpg
"Bern, Burgerbibliothek, Cod. A 91.11",Parchment · 2 ff. · 19.5 x 13 cm · France · 13th century,Bifolium of a manuscript with the remains of an antidotary in which have been added excerpts from treatises on precious stones. This fragment came to Bern in 1632 as part of the bequest of Jacques Bongars.               (mit),https://www.e-codices.unifr.ch/en/searchresult/list/one/bbb/A0091-11,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bbb/bbb-A0091-11/bbb-A0091-11_001r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bbb/bbb-A0091-11/bbb-A0091-11_001r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bbb/bbb-A0091-11/bbb-A0091-11_001r.jp2/full/pct:25/0/default/jpg
"Bern, Burgerbibliothek, Cod. A 91.12",Parchment · 11 ff. · 26.5 x 19 cm · France · end of the 14th/beginning of the 15th century (list of names); end of the 13th century (Aristotle),"A fragment composed of two independent parts. The oldest part contains a commented version of Aristotle's Nichomachean Ethics. Around the outside of the quire is a later bifolium (f. 1, 11), written in French with a legal or ecclesiastical list of names. This fragment came to Bern in 1632 as part of the bequest of Jacques Bongars.               (mit)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bbb/A0091-12,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bbb/bbb-A0091-12/bbb-A0091-12_001r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bbb/bbb-A0091-12/bbb-A0091-12_001r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bbb/bbb-A0091-12/bbb-A0091-12_001r.jp2/full/pct:25/0/default/jpg
"Bern, Burgerbibliothek, Cod. A 91.13",Parchment · 8 ff. · 21.5 x 17.5 cm · France: probably Fleury · ca. 2nd third of the 9th century,"Four bifolia (= 1 quire) of a manuscript of Augustine's De vera religione, which probably was once in Fleury. It is the first quire of Bern, Burgerbibliothek, Cod. 540, of which another part can be found in Città del Vaticano, B.A.V., Reg. lat. 1709. This fragment came to Bern in 1632 as part of the bequest of Jacques Bongars.               (mit)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bbb/A0091-13,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bbb/bbb-A0091-13/bbb-A0091-13_001r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bbb/bbb-A0091-13/bbb-A0091-13_001r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bbb/bbb-A0091-13/bbb-A0091-13_001r.jp2/full/pct:25/0/default/jpg
"Bern, Burgerbibliothek, Cod. A 91.14",Parchment · 4 ff. · 22 x 15 cm · France · 11th century,A two-bifolia fragment of Boethius' De arithmetica. The manuscript was found in the Benedictine Abbey of Saint-Martin in Séez. This fragment came to Bern in 1632 as part of the bequest of Jacques Bongars.               (mit),https://www.e-codices.unifr.ch/en/searchresult/list/one/bbb/A0091-14,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bbb/bbb-A0091-14/bbb-A0091-14_001r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bbb/bbb-A0091-14/bbb-A0091-14_001r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bbb/bbb-A0091-14/bbb-A0091-14_001r.jp2/full/pct:25/0/default/jpg
"Bern, Burgerbibliothek, Cod. A 91.15","Parchment · 6 ff. · 14.5 x 10.5 cm · France, Northern (?), · 11th century","Three bifolia from a small-format manuscript containing medical recipes, perhaps connected to the Collectio Salernitana. This fragment came to Bern in 1632 as part of the bequest of Jacques Bongars.               (mit)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bbb/A0091-15,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bbb/bbb-A0091-15/bbb-A0091-15_001r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bbb/bbb-A0091-15/bbb-A0091-15_001r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bbb/bbb-A0091-15/bbb-A0091-15_001r.jp2/full/pct:25/0/default/jpg
"Bern, Burgerbibliothek, Cod. A 91.16",Parchment · 10 ff. · 18 x 13.5 cm · France · 11th/12th century,Ten leaves from a manuscript in two parts containing the medical treatises of Isaac Judaeus and Johannes Afflacius. This fragment came to Bern in 1632 as part of the bequest of Jacques Bongars.               (mit),https://www.e-codices.unifr.ch/en/searchresult/list/one/bbb/A0091-16,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bbb/bbb-A0091-16/bbb-A0091-16_001r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bbb/bbb-A0091-16/bbb-A0091-16_001r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bbb/bbb-A0091-16/bbb-A0091-16_001r.jp2/full/pct:25/0/default/jpg
"Bern, Burgerbibliothek, Cod. A 91.17",Parchment · 5 ff. · 16 x 11.5 cm · France: Fleury · 2nd half of the 11th century,"Five leaves from a Fleury manuscript that contains, alongside medical recipes, the oldest treatise on the production of binding agents. Therefore, this text, which has only survived here, is extremely important for the understanding of the production and use of colors in the Middle Ages. This fragment came to Bern in 1632 as part of the bequest of Jacques Bongars.               (mit)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bbb/A0091-17,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bbb/bbb-A0091-17/bbb-A0091-17_001r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bbb/bbb-A0091-17/bbb-A0091-17_001r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bbb/bbb-A0091-17/bbb-A0091-17_001r.jp2/full/pct:25/0/default/jpg
"Bern, Burgerbibliothek, Cod. A 91.18",Parchment · 8 ff. · 20 x 12.5 cm · France: Eastern France · 9th/10th century,"Four bifolia from a manuscript probably produced in Eastern France, containing a collection of greco-latin glossaries whose central part is transmitted in this form only here. This fragment came to Bern in 1632 as part of the bequest of Jacques Bongars.               (mit)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bbb/A0091-18,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bbb/bbb-A0091-18/bbb-A0091-18_001r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bbb/bbb-A0091-18/bbb-A0091-18_001r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bbb/bbb-A0091-18/bbb-A0091-18_001r.jp2/full/pct:25/0/default/jpg
"Bern, Burgerbibliothek, Cod. A 91.19",Parchment · II + 8 + II ff. · 23 x 14.5 cm · France · 12th/13th century,"A collection of fragments from three different parts that contains various excerpts of texts by Remigius Altissiodorensis (A), Bernardus Silvestris (B), and Hildebertus Cenomanensis (C). The fragment, encompassing 16 leaves, came to Bern in 1632 as part of the bequest of Jacques Bongars.               (mit)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bbb/A0091-19,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bbb/bbb-A0091-19/bbb-A0091-19_001r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bbb/bbb-A0091-19/bbb-A0091-19_001r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bbb/bbb-A0091-19/bbb-A0091-19_001r.jp2/full/pct:25/0/default/jpg
